Well_ID,X,Y,Z,AI,SI,Vp,Vs,rho_b,rho_f,rho_m,K0,Kdry,Kf,Ksat,G0,Gdry,Gsat,facies,phi,perm,GR
14,52,133,20,6789082,3308625,2788.063965,NaN,2.435052395,0.995155513,2.641124249,33.89065933,5.050234318,1.777427673,12.93427181,25.47904015,4.495591164,4.495591164,3,0.125197971,109.6518189,50.25255009
14,52,133,21,6782768.5,3295668.5,2787.159668,1354.248535,2.433577299,0.999118507,2.641059637,33.84302139,5.028357983,1.804087281,12.9537878,25.3729229,4.463153839,4.463153839,3,0.126364064,112.7779427,52.06721681
14,52,133,22,6861277,3376461.25,2820.556152,1388.006714,NaN,1.003373027,2.641866207,34.4439621,5.10018158,1.833613038,13.10388279,26.73830986,4.686550617,4.686550617,3,0.12772042,116.4894399,44.44665103
14,52,133,23,4436423,2088730.5,1992.661011,938.1728516,2.226381302,0.916021526,2.647733688,37.63755035,1.542229056,1.372445941,6.227500916,42.13796234,1.959590316,1.959590316,2,0.243315469,842.1232457,28.03827685
14,52,133,24,4422621,2076747.125,1989.135864,934.0461426,2.223388195,0.918206394,2.647704601,37.64488983,1.529357195,1.381134272,6.21082449,42.09375381,NaN,1.939777732,2,0.245340747,864.2365727,21.22205369
14,52,133,25,4403501,2063435.875,1983.821655,929.5986938,2.219706059,0.919562995,2.64768362,37.65021515,1.514614344,1.38658452,6.17820406,42.06173706,1.918167233,1.918167233,2,0.247654958,890.0045197,33.609578
14,52,133,26,4378921.5,2048743.75,1976.674805,NaN,2.215296984,0.920095563,2.6476717,37.65320969,1.49789834,1.38873601,6.12942028,42.04378128,1.894712687,1.894712687,2,0.250278266,919.8675874,28.09165173
14,52,133,27,4348911,2032487.375,1967.721802,919.6255493,2.210124969,0.919887543,2.647667885,37.6541748,1.479083419,1.387894869,6.0652771,42.03798294,1.869127274,NaN,2,0.253239899,954.4293083,27.16165167
14,52,133,28,4313657,2014494.75,1957.047974,913.9490967,2.20416522,0.919051111,NaN,37.65351105,1.458078384,1.384522915,5.98717308,42.0419693,1.841145635,1.841145635,2,0.256566196,994.3363491,26.40705035
14,52,133,29,4273592.5,1994737.5,1944.817627,907.7609863,2.197425842,0.917705417,2.647679329,NaN,1.434900403,1.379132509,5.897031307,42.05515671,1.810744762,1.810744762,2,0.260266122,1040.106578,28.40132768
14,52,133,30,4229431,1973383.125,1931.2771,901.1021729,2.189965963,0.915956974,2.647694349,37.64748383,NaN,1.372190952,5.797244072,42.07814789,1.778219819,1.778219819,2,0.264317426,1091.926703,20.82390794
14,52,133,31,4182183.25,1950792.5,1916.751465,NaN,NaN,0.913890183,2.647715569,37.64210129,NaN,1.364074945,5.690667152,42.1105423,1.744154215,1.744154215,2,0.268656496,1149.447853,21.58764223
14,52,133,32,4133177,1927519,1901.652954,886.8413086,2.17346549,0.911575735,2.647741795,37.63550568,1.355733633,1.355099797,5.580663681,42.15029907,1.709403396,1.709403396,2,0.273174442,1211.615394,33.07978043
14,52,133,33,4084047.25,1904317.125,1886.482666,879.6326294,2.164900541,0.90908134,2.647770882,37.62808609,NaN,1.345558167,5.471018314,42.19510651,1.675099611,1.675099611,2,0.277720828,1276.576884,27.28477063
14,52,133,34,4036748.25,1882094.375,1871.847046,872.7304077,2.156558752,0.9065153,2.647802114,37.62019348,1.302556276,1.33588171,5.366094112,42.24291229,1.642561078,1.642561078,2,0.282115075,1341.713319,30.74948025
14,52,133,35,3993417.75,1861779.75,1858.419922,866.4179077,NaN,NaN,2.64783287,37.61240005,1.278927565,1.326705217,5.270674229,42.29021454,1.613079309,1.613079309,2,0.286164056,1403.825599,23.44024374
14,52,133,36,3956212.75,1844191.125,1846.893555,860.930603,2.142090321,0.901920974,2.647859097,37.60574722,1.258638859,1.318899751,5.189743042,42.33070374,NaN,1.587720633,NaN,0.289683071,1459.475714,33.32739743
14,52,133,37,3927086.25,1829981.25,1837.906494,856.4452515,2.136717081,0.900422454,2.647876501,37.60136032,1.242497325,1.313453674,5.127912045,42.35745239,1.567278624,1.567278624,2,0.292516657,1505.435414,28.15407844
14,52,133,38,3907556.25,1819586.375,1831.967896,853.071228,2.132982969,0.899830103,2.647881269,37.60018539,1.231036186,1.311313272,5.088868618,NaN,1.552236915,1.552236915,2,0.294555644,1539.151076,28.83002958
14,52,133,39,3898541.25,NaN,NaN,850.8480835,2.131049395,0.900362551,2.647870779,37.60279465,1.224477172,1.313237071,NaN,42.34869766,1.542757034,1.542757034,2,0.29574766,1559.114136,29.17802581
15,84,58,19,NaN,NaN,3233.245361,1338.95166,2.60690999,1.077360034,2.672506332,28.39634705,NaN,2.563091755,21.02078629,13.59608555,4.673645973,4.673645973,6,0.041122522,3.831218837,96.63084523
15,84,58,20,8426111,3490725.25,3232.624756,1339.194946,2.606584787,1.077139258,2.672231913,NaN,NaN,2.560052156,21.00543785,13.59984875,4.674761772,4.674761772,6,0.041155665,3.840500105,NaN
15,84,58,21,8430056,3491644.75,3233.800293,1339.407715,2.6068573,1.076904535,2.67210269,28.38181305,8.63825798,2.556828976,21.02546692,NaN,4.676736355,4.676736355,6,NaN,3.76960913,93.72924478
15,84,58,22,8439189,3493015.5,3236.37085,1339.547363,2.607608795,1.076716542,2.672131538,28.38285255,8.643530846,2.554254055,21.07360077,13.60122395,4.679059505,4.679059505,6,NaN,3.644096419,94.38823888
15,84,58,23,8451450,3494505.25,3239.762207,1339.57666,2.608663797,1.076633692,2.672315359,28.38946915,8.651522636,2.553119659,21.1391449,13.59870434,4.681157112,4.681157112,6,0.039889842,3.496562091,91.36252682
15,84,58,24,7238514.5,2876527.75,2868.330811,1139.851685,2.523598194,1.074488044,2.648524523,NaN,NaN,2.524111748,16.39069939,13.03906155,3.278815031,3.278815031,5,0.079366909,NaN,99.33425384
15,84,58,25,7251100.5,2877693.25,NaN,1139.69812,2.524960995,1.074827194,2.648705482,26.43957329,6.129703999,2.528654099,16.45053673,13.02891636,3.27970171,3.27970171,5,0.07862392,26.89798731,NaN
15,84,58,26,7259025,2877620.25,2873.980469,1139.302368,2.525774002,1.075343132,2.648913145,26.44043541,6.13334322,2.535593271,16.49099159,13.01727962,NaN,3.278479576,5,0.078254702,26.51927943,64.29772324
15,84,58,27,4361681,2043800.875,1971.060791,923.6016846,2.212859631,0.918022752,2.647709846,37.6435585,1.490331411,1.380399823,6.080260754,42.10176849,1.887657881,1.887657881,2,0.251403908,932.8970115,53.36362826
15,84,58,28,4370957.5,2043050.625,1974.662598,922.9866943,2.213521242,0.921115756,2.647688627,37.64894485,NaN,1.392876029,6.116889,42.06937408,1.885708451,1.885708451,2,0.251461926,933.572103,35.86243539
15,84,58,29,4361017,2033417.5,1972.342773,919.6469727,2.211084843,0.923308849,2.647674799,37.65244293,1.479340434,1.40185976,6.108052254,42.04838562,NaN,1.87002635,2,NaN,953.8231508,NaN
15,84,58,30,4331359,2015090.75,1963.882813,913.6629639,2.205507755,0.92438364,2.647671938,37.65313721,1.457966685,1.406304955,6.05146265,42.04421997,1.841113806,1.841113806,2,0.25658168,994.5248564,26.11547696
15,84,58,31,4283707.5,1988993.125,1949.783569,905.3153076,2.197016954,0.924319744,2.64768219,37.65054321,1.427205324,1.406039834,5.951414585,42.05977631,1.800665855,NaN,2,0.261503388,1055.741803,23.18587094
15,84,58,32,4221451,1956692.125,1931.072266,NaN,2.186065674,0.923199534,2.647706509,37.64442825,1.389045,1.401409388,NaN,42.09654236,1.75138557,1.75138557,2,0.267694356,1136.510349,24.68608417
15,84,58,33,NaN,1920211.125,1909.130981,883.5518799,NaN,0.921181917,2.647744179,37.63484573,1.346035957,1.393145323,5.659010887,42.15427399,1.696606159,1.696606159,2,0.27479917,1234.550548,26.78247385
15,84,58,34,4071746.25,1881777,NaN,871.4165649,2.159446001,0.918521106,2.647793293,37.62244797,1.300978065,1.382394791,5.491070271,42.22924805,1.639811635,1.639811635,2,0.282400441,1346.024542,20.2958273
15,84,58,35,3994621,1843575.25,1861.961182,859.3219604,NaN,0.915553451,2.647847891,37.6086235,1.256615639,1.370598793,5.325529575,42.31319427,1.584224582,1.584224582,2,0.290057068,1465.482656,25.064137
15,84,58,36,3922441.5,1807615,1839.850952,847.8755493,2.131934404,0.912638783,2.647901773,37.59499741,NaN,1.359207392,5.173197269,42.39631271,1.532632589,1.532632589,2,0.297342408,1586.115816,19.07056019
15,84,58,37,3858969,1775615.5,1820.402954,837.616394,2.119843245,0.910064101,2.647949219,37.58294678,NaN,1.349301457,5.041832447,42.47013855,1.487284541,1.487284541,2,0.303878516,1700.358558,23.51265486
15,84,58,38,3806760.25,1748927.625,1804.412231,828.9953003,2.109695435,0.90798831,2.647987604,37.57323074,1.149415493,1.34141922,4.935827732,42.52988815,1.449852705,1.449852705,2,NaN,1800.777773,20.38541979
15,84,58,39,3767216.5,1728453,1792.307007,822.3361816,NaN,0.906460464,2.648015738,37.56612015,1.126843691,1.335676432,4.85684967,42.57372665,1.421369433,1.421369433,2,0.313590089,1881.075666,20.9927041
16,30,100,19,5636678,2485973.75,NaN,1062.368896,2.340028763,1.009446502,2.639559746,32.26041031,3.368963957,1.877477169,10.05630875,21.9372406,NaN,2.64102149,4,0.183748528,353.1432138,75.15838151
16,30,100,20,5630443,NaN,2407.09082,1063.025024,NaN,1.008773327,2.639594793,32.28781891,3.366802454,1.872512221,10.02866364,21.98981857,2.643242836,2.643242836,4,0.184255481,356.1429663,65.58597915
16,30,100,21,5618883,NaN,2402.594482,1060.162231,2.338673115,1.007782817,2.639518499,32.22805786,3.359424829,1.865253925,NaN,21.87525177,2.628537655,2.628537655,4,0.18437139,356.8312812,64.01041163
16,30,100,22,5601814,NaN,2395.226807,1053.598755,2.338740587,1.006495357,NaN,32.07714462,3.346481323,1.855904102,9.95606041,21.58710861,2.596166849,2.596166849,4,0.18408814,355.1508378,50.92530786
16,30,100,23,5597409,2461608.5,NaN,1052.197998,2.339491606,1.00493896,2.639261484,32.02752686,3.347861052,1.84472549,9.938755035,21.49272728,2.590099335,2.590099335,4,0.183421456,351.217136,59.22459765
16,30,100,24,6919049.5,3675062.5,2872.950439,1525.971436,2.408342838,0.983288586,2.644998074,36.92192078,5.266501427,1.702108979,12.40070152,33.27088165,NaN,NaN,3,0.142416683,162.1602603,43.26153215
16,30,100,25,6961652,3718973.25,2888.204834,1542.90332,2.410373449,0.981245458,2.645250559,37.13282776,5.313789368,1.689780831,12.45598984,33.92677307,5.738016129,5.738016129,3,0.141151618,157.8194109,29.65398909
16,30,100,26,6976036,3728889.25,2891.64209,1545.664795,2.4124825,0.979424298,2.645258904,37.13993073,5.334102631,1.678941488,12.48738098,33.94924164,NaN,5.763612747,3,0.139735607,153.0551267,38.8218968
16,30,100,27,6951308.5,3692764.5,2879.080811,1529.462769,2.414419413,0.978136361,2.644946814,36.87934113,5.31608057,1.671359301,NaN,NaN,5.647945881,5.647945881,3,0.138304513,148.340409,35.60322959
16,30,100,28,4283379,2045746,1942.01709,927.5092163,2.205634117,0.893866181,2.647946835,37.58359146,1.48314023,1.290146112,5.788464069,42.46619034,NaN,1.897448301,2,0.252162093,941.746607,24.57626557
16,30,100,29,4308438,2058488,1949.465454,931.416687,2.210061312,0.894256115,2.647923946,37.58937073,1.499155521,1.291509271,5.842737675,42.43074417,1.917310119,1.917310119,2,NaN,913.0402838,38.73971425
16,30,100,30,4328720.5,2067143,1955.694702,933.9251099,2.213392735,0.895467103,2.647896767,37.596241,1.510586262,1.29576087,5.891580105,42.38870621,1.930556774,1.930556774,2,0.247943713,893.2574471,20.35653028
16,30,100,31,4342103.5,2070586.125,1960.077271,934.6871948,2.215271711,0.897476494,2.647865295,37.60419464,1.516070008,1.302877545,5.930391788,42.34017944,1.935350299,1.935350299,2,0.24714138,NaN,17.7708433
16,30,100,32,4346901.5,2068104.125,1962.091187,933.4945679,2.215443134,0.900155842,2.647830248,37.61306381,1.514715791,1.31248951,NaN,42.2861824,1.930563927,NaN,2,0.247407066,887.2186267,20.69943766
16,30,100,33,4342092.5,NaN,1961.386597,930.3203125,2.213787079,0.903272808,2.647793531,37.62239838,1.506248236,1.323851466,5.96182394,42.22954178,NaN,NaN,2,0.248782578,902.7554097,NaN
16,30,100,34,4327444.5,2045278.375,1957.822998,925.3251343,2.210334778,NaN,2.647757292,37.63155746,1.49107635,1.335868835,5.948973656,42.17412949,1.892547488,NaN,2,0.251212384,930.6709044,25.66232067
16,30,100,35,4303642,2026292.25,1951.520264,918.8381958,2.205276489,0.909543037,2.64772439,37.63986206,1.470259309,1.347314119,5.916197777,NaN,1.861834645,1.861834645,NaN,0.254546437,969.9657959,24.71323915
16,30,100,36,4272288.5,NaN,1942.878662,911.3217163,2.198947668,0.912091374,2.647697687,37.64664078,1.445368528,1.357089162,5.865549088,42.08322144,1.826242089,NaN,2,0.258555139,1018.758173,26.28865704
16,30,100,37,4235788,1979898.375,NaN,NaN,NaN,0.913993955,2.647679567,NaN,1.418276429,1.364480138,5.801279068,42.05556107,1.788484097,1.788484097,2,0.262954612,1074.293846,NaN
16,30,100,38,4196999.5,1955854.375,1921.401123,895.3970337,2.1843431,0.915203929,2.6476717,37.65321732,1.390922904,1.369222641,5.729097843,42.04372025,1.751266241,NaN,2,0.267438558,1133.088372,23.17325789
16,30,100,39,4158814.75,NaN,1910.259888,888.0643311,2.177093744,0.915762067,NaN,37.65237045,1.365094304,1.371421218,5.655106544,42.04881287,1.716982961,1.716982961,2,0.271711867,1191.232553,23.41528033
17,75,146,19,8794379,3526709,3334.91626,1337.363281,2.637061357,1.075719476,2.679793358,28.65877914,8.878426552,2.540679693,23.03986359,13.49632454,4.716490746,4.716490746,6,0.026639729,1.040543939,93.40010854
17,75,146,20,8766541,3523246.75,3326.52124,1336.919067,2.635347843,1.076012969,2.679852724,NaN,8.866948128,2.544659615,22.88168907,13.49551296,NaN,4.710295677,NaN,0.027748939,1.176078627,76.41861056
17,75,146,21,4498086,2144647,2008.828613,957.7914429,2.23915863,0.906314254,2.647973537,37.57679367,1.596363187,1.335129261,6.29705143,42.50796509,2.054124594,2.054124594,2,0.23472726,752.7764056,42.08034963
17,75,146,22,4490579,NaN,2007.500488,953.5141602,2.236900568,0.910112739,2.647918701,37.59067154,NaN,1.349487305,6.303151608,42.42278671,2.033766031,2.033766031,2,0.236515609,770.8011393,23.91298614
17,75,146,23,4476291.5,2118314.25,2004.055298,948.378479,2.233616829,0.913405955,2.647866011,37.60404205,1.57024467,1.362187266,6.292117596,42.34111023,2.008963585,2.008963585,NaN,0.238834675,794.6254729,21.96899159
17,75,146,24,4453640.5,2100777.25,1997.914551,942.4140625,2.229144573,0.915800214,2.647819757,37.61572266,1.551715612,1.371571898,6.258256435,42.2700386,1.979802012,1.979802012,2,NaN,825.0570186,23.81766491
17,75,146,25,4422116.5,2080222.625,1988.894043,935.602356,2.223404646,0.917207778,2.647782087,37.62527084,1.52932024,1.377149582,6.200106144,42.21214676,NaN,NaN,2,0.245223498,862.9452839,23.05219705
17,75,146,26,4382307.5,2056638,1977.207642,927.9130859,2.216412306,0.917796612,2.647752285,37.63280487,1.503117204,1.379496455,6.120223522,42.16659546,1.908381343,1.908381343,2,0.249335805,909.0583198,25.94259979
17,75,146,27,4335709,2030217.875,1963.383667,NaN,2.20828414,0.917883813,2.647729635,37.63855362,1.473423004,1.379844546,NaN,42.13191605,1.866510153,1.866510153,2,0.254037437,963.8918804,26.482006
17,75,146,28,4284533,2001441.25,1948.186035,910.0595093,2.199242115,0.91785562,NaN,37.64269257,1.440867305,NaN,5.918492794,42.10698318,1.821430683,1.821430683,2,NaN,1027.429959,26.38006014
17,75,146,29,4231347.5,1971062.375,1932.471436,900.1912231,2.189604044,0.918060482,2.647702217,NaN,1.406415582,1.380550742,5.811180592,42.08995819,1.774333119,1.774333119,NaN,0.264851426,1098.891979,23.81935894
17,75,146,30,4178589.5,1940048.125,1917.008057,NaN,2.179745436,0.918683231,2.647693634,37.64766312,1.371331811,NaN,5.708110809,42.07708359,1.726709127,1.726709127,2,0.270645091,1176.521799,NaN
17,75,146,31,4128257,1909551.5,1902.369629,879.953186,2.170060396,0.919680476,2.647685766,37.64968491,1.337061882,1.387058616,5.613049507,42.06492615,1.680315971,1.680315971,2,NaN,1257.491156,30.99222242
17,75,146,32,4081839.25,1880873.75,1888.928467,870.4007568,2.160928488,0.920808852,2.647678137,37.65156555,1.305077314,1.391627908,5.52748394,42.05364609,NaN,1.637114048,2,0.28186825,1337.992404,22.10932303
17,75,146,33,4040408.5,1855336.25,1876.907959,861.8671875,2.152693987,0.921725869,2.647674084,37.6526413,1.276722193,1.395363688,5.451403618,42.04718781,1.599053383,1.599053383,2,0.286787339,1413.568267,NaN
17,75,146,34,4004842.25,1834127.125,1866.489624,854.8099976,2.145654678,0.922132492,NaN,37.65184021,1.253084302,1.397026658,5.384556293,42.05199051,1.567830086,1.567830086,2,0.290935658,1479.664673,26.24896835
17,75,146,35,3975848,1818107.75,1857.835938,849.5661621,2.140042543,0.921844959,2.647690773,37.64836502,1.234913111,1.395850301,5.327003002,42.07286835,1.544602752,1.544602752,NaN,0.29414464,1532.311192,28.94753492
17,75,146,36,3953973.25,1807664.25,1851.104492,846.2817993,2.136007547,0.920841455,2.647714615,37.64234161,1.222579837,1.391760468,5.279493332,42.10909271,1.529793382,1.529793382,NaN,0.296320024,1568.766351,26.26452458
17,75,146,37,3939634.25,1802645.875,1846.460571,844.8790894,2.133614063,0.919288635,2.647742987,37.6351738,1.216076732,1.385478973,5.24368906,42.15229416,1.523017764,1.523017764,2,0.297450047,1587.950492,NaN
17,75,146,38,3933153.75,1802458,1844.086548,845.0950317,2.132846594,0.917534769,NaN,37.62897873,1.215034962,1.378451705,5.222078323,42.18970871,1.523248434,1.523248434,2,0.297602064,1590.544237,21.58061653
17,75,146,39,NaN,1806262.125,1844.15564,846.5741577,2.133613586,0.916043639,2.647781372,37.62548065,1.218764544,1.372533202,5.217381477,42.21088028,1.52913487,1.52913487,NaN,0.296908576,1578.736874,26.63167
18,47,25,19,6319589,2988696.5,2658.290039,1257.173828,2.377313614,1.02664721,2.639904261,33.00528336,NaN,2.013919353,11.7895546,23.55718613,3.757310629,3.757310629,3,0.162770468,243.6413484,NaN
18,47,25,20,6316932,2982099.75,2660.037842,NaN,2.37475276,1.030520082,2.639938116,33.0293541,4.445312977,2.047420263,11.8102417,23.60814667,3.744776964,3.744776964,3,0.164770974,252.9057461,45.39070336
18,47,25,21,3904737.5,1744933.25,1840.176514,822.3306274,2.121936321,0.935239613,NaN,37.73109436,1.167544723,1.45283699,5.272190094,41.58234787,1.434911966,1.434911966,NaN,0.306886407,1754.904109,35.23430087
18,47,25,22,3896505.25,1737664.25,1837.973022,819.6524658,2.120001316,0.936174393,2.647332668,37.73908234,1.160873771,1.456988096,5.262630463,41.53565979,1.424280763,NaN,2,0.308172189,1778.607381,25.83494859
18,47,25,23,3891890.25,1733788.875,1836.699829,818.2269897,NaN,0.93658483,2.64731431,37.74369812,1.157388091,1.458818197,5.256723881,41.50874329,1.418632865,1.418632865,2,0.308848436,1791.167727,19.1191194
18,47,25,24,3890377.5,1732621.375,1836.248901,817.7931519,2.118654728,0.936635852,2.647305965,37.74585342,1.156472445,1.459046125,5.254466534,41.49618912,NaN,1.416925907,2,0.309031667,1794.582161,24.6868909
18,47,25,25,3890641.5,1733134,1836.249146,817.9797363,2.118798256,0.936418772,2.647303343,37.74646759,1.15715611,1.458077192,5.25396204,41.49259186,1.417668462,1.417668462,2,0.30890756,1792.268955,24.87104509
18,47,25,26,3890848.75,1734112.25,1836.164551,818.3601074,2.11900878,0.935975134,2.647304296,37.74624252,1.158236146,1.45610106,5.252068043,41.49390793,1.419128299,1.419128299,2,0.308704782,1788.494135,26.05045894
18,47,25,27,3888970,1734346,1835.391113,818.520874,2.118878126,0.935303152,2.647307634,37.7454071,1.15844357,NaN,5.244983196,41.49877548,1.419598341,1.419598341,2,0.308661297,1787.685396,25.71974678
18,47,25,28,3883095,1732810.125,1833.350952,818.1229248,2.118031502,0.934359968,2.64731431,37.74372482,1.156639457,1.448952198,5.22887373,NaN,1.417651772,1.417651772,2,0.308988329,1793.774143,NaN
18,47,25,29,3871720.25,1728807.375,1829.577148,816.9460449,2.116183043,0.933062911,2.647326231,37.74066925,1.152003527,1.443261862,5.200487137,41.52640152,1.412342429,1.412342429,2,0.309837577,1809.656716,24.31133203
18,47,25,30,NaN,1722068.625,1823.779419,814.9185791,2.11317873,0.931293011,2.647346258,37.73563766,1.144181013,1.435568571,5.15766716,NaN,1.403345704,1.403345704,NaN,0.311276809,1836.808575,24.75760763
18,47,25,31,3829774.5,1712792.625,NaN,812.1269531,2.10902071,0.928915262,2.64737606,37.72810745,1.133351803,1.425361633,5.099822044,41.599823,1.39100492,1.39100492,2,0.313277684,1875.052109,29.63016814
18,47,25,32,3799928.75,1701609.5,1806.156372,808.7974854,2.103875875,0.925814211,2.647416353,37.71786118,1.120211005,1.412265539,5.028255939,41.65993881,1.376257539,1.376257539,2,0.315717797,1922.480252,25.7036679
18,47,25,33,3766233.75,1689494.625,1795.086792,805.2578735,2.098078966,0.921984136,2.647466898,37.70507431,1.105862737,1.396419525,4.946744442,41.73522568,NaN,1.360478878,2,0.318396676,1975.561104,27.91271817
18,47,25,34,3740142.75,1682849.125,1786.165161,803.6715698,2.093951225,0.917606533,2.647525311,37.69028091,1.097129464,1.378737926,4.877235889,41.82271194,1.352457881,1.352457881,2,0.32,2007.843137,NaN
18,47,25,35,3727199.75,NaN,1781.172729,804.8570557,2.092553854,0.913104534,NaN,NaN,1.096661806,1.361014962,4.831392765,41.91820145,1.355545759,1.355545759,2,0.32,2007.843137,28.82051737
18,47,25,36,3715940.25,1685679.125,1776.85376,806.0423584,2.091303349,0.909058928,2.647653818,37.65773773,NaN,1.345473051,NaN,42.01663208,1.358728766,1.358728766,2,0.32,2007.843137,27.89803905
18,47,25,37,3707794.5,1687185.625,1773.752197,807.1238403,2.090367794,0.906003773,2.647715569,37.64208984,1.095726728,1.333969235,4.761017799,42.11060715,1.361767769,1.361767769,2,NaN,2007.843137,25.60536222
18,47,25,38,3703544,1688570.5,1772.15625,807.9857178,2.089851856,0.904280841,2.647767782,37.62890244,1.095342875,1.327568054,4.744137287,42.19017792,1.364340901,1.364340901,2,0.32,2007.843137,NaN
18,47,25,39,3703233.25,1689624.375,1772.069824,808.5184326,2.089778423,0.903975964,2.647803068,37.61995697,NaN,1.326442003,4.740931034,42.2443428,1.366092443,1.366092443,2,0.32,2007.843137,27.38177825
19,63,170,19,4383275,2137629,1969.469482,960.4678955,2.225612164,0.878795385,2.648467541,37.45178604,1.563157439,1.239582896,5.895227909,43.29328918,2.053123951,2.053123951,2,0.238945631,795.7782006,26.71112839
19,63,170,20,4377923.5,2131297.5,1968.208618,958.1799316,2.224318743,0.880580723,2.648439169,37.45892334,1.557149053,1.245364785,5.89377737,43.24755478,2.042166471,2.042166471,NaN,0.239906257,NaN,22.80546131
19,63,170,21,4370193,2121600.75,1966.436157,954.6472168,NaN,0.883406281,NaN,NaN,1.548112869,1.254626751,5.893198013,NaN,2.025380373,2.025380373,2,0.241361733,821.1733353,19.83736057
19,63,170,22,4359858.5,2108428.25,1964.087891,949.8331909,2.219787836,0.887225568,2.648327827,37.48710251,1.535929322,NaN,5.892938137,43.0680275,2.002655029,2.002655029,2,0.243336266,NaN,20.32700466
19,63,170,23,4345847,2091619.125,1960.806885,943.7196045,2.216356516,0.891763508,2.64824748,37.50748825,1.520268559,1.282845378,5.88949728,42.93923569,1.973901868,1.973901868,2,0.245883865,870.2358888,27.49043704
19,63,170,24,4326234.5,2070977.875,1955.936646,936.3110962,2.211848021,0.896531403,2.648157835,37.53018188,1.5006001,1.299520612,5.876401901,42.7969017,1.939079523,1.939079523,2,0.249088353,906.2352545,26.00222268
19,63,170,25,4298860.5,2046273,NaN,927.6037598,2.20597744,0.901018441,2.648066521,37.55326843,NaN,1.315614343,5.846489429,42.65323639,NaN,1.898130536,2,0.253049175,952.1762458,26.25911205
19,63,170,26,4262108,2017303.625,1938.633423,917.5769653,2.1985116,0.904873848,2.647979975,37.57519913,1.446989894,1.329764485,5.794623375,42.51777649,1.851031303,1.851031303,2,0.257854921,1010.112158,20.58635927
19,63,170,27,4215502,1984052.75,1925.461792,906.230835,2.189345837,0.907981277,2.647901297,37.59507751,1.412504792,1.341392636,5.719441414,42.39583206,1.798009753,1.798009753,2,0.26354974,1081.968718,25.4760106
19,63,170,28,4159860.5,1946851.5,1909.46228,893.6452637,2.17855072,0.910397589,2.647831678,37.6126976,1.37333703,1.350576282,5.623370647,42.28841782,1.739794612,1.739794612,2,0.270100068,1169.056514,21.27964199
19,63,170,29,4097247,1906530.625,1891.273193,880.0471191,NaN,0.91227299,2.647770405,37.62822342,1.330593705,1.357791305,NaN,42.19426727,1.677836776,1.677836776,2,0.277369686,1271.472267,21.89521448
19,63,170,30,4030717.25,1864469,1871.834106,865.8450317,2.153351784,0.913772941,2.647716284,37.64194107,1.285989761,1.36361742,5.392379761,42.11149979,1.61434114,1.61434114,2,0.285110003,1387.460182,25.7558042
19,63,170,31,3964092,1822545.875,1852.319458,851.6293945,2.140069246,0.915067375,2.647669077,37.65390396,1.241685629,1.368685722,5.273253441,42.039608,1.552133679,1.552133679,2,NaN,1512.880256,19.71161164
19,63,170,32,3901529.25,1782942.375,1834.006226,838.1143188,2.127326012,NaN,2.647629023,37.66402054,NaN,1.373593211,5.163015842,41.97903824,1.494309545,1.494309545,2,0.300524355,1641.007724,30.01494671
19,63,170,33,3846961.75,1747847.75,1818.092651,826.0412598,2.115932703,0.917607725,2.647596121,37.67235947,1.163385034,1.378742695,5.069073677,41.92925644,1.44379437,NaN,2,0.307321908,1762.906431,39.13620445
19,63,170,34,3803652.5,1719208.5,1805.561157,816.0935059,2.106631756,0.918990195,2.647569418,37.67910767,1.133673549,1.384278059,4.997013569,41.88906097,1.403034925,1.403034925,2,0.312937793,1868.514739,29.02281913
19,63,170,35,3773805.75,1698509.5,1797.055908,808.8165894,2.099993467,0.920407593,2.647548199,37.6844635,1.112367392,1.389999509,4.950029373,41.85723114,1.373782635,1.373782635,2,0.317029652,1948.340867,NaN
19,63,170,36,3758349.5,1686624.375,1792.815552,804.5570068,2.096339226,NaN,2.647532463,37.68846893,1.100267172,1.395355582,4.928713799,41.83345032,1.35698545,NaN,2,0.319382646,1995.36728,25.40980053
19,63,170,37,3757014.5,1683720.375,1792.713745,803.411499,2.095713615,0.922783315,2.647521973,37.69112396,1.097477674,1.399696589,4.931624889,41.81772614,1.35272038,1.35272038,NaN,0.319937331,2006.574059,18.99906128
19,63,170,38,3768447.5,1689246.5,1796.302734,805.211731,2.097891092,0.923447013,2.647516727,37.69245529,1.103424072,1.4024297,4.95567131,41.8098259,1.36020112,1.36020112,NaN,NaN,1983.555289,24.89334019
19,63,170,39,3790479.5,1702028.875,1802.912109,809.5568237,2.102420568,0.923639238,2.647516966,37.69239807,1.116913438,1.403223395,4.996716022,NaN,1.377889037,1.377889037,2,0.316203613,1932.027442,29.31758309
20,24,73,19,5887416,2896599,2534.337646,1246.889893,2.323059082,1.004426599,2.644553185,36.48001099,3.673629284,1.841074824,10.10504627,31.15805817,3.611739874,3.611739874,4,0.196017805,430.7895693,54.25792012
20,24,73,20,5867791,2884926,NaN,1242.789185,2.321331739,1.003706455,2.644495487,36.4272995,NaN,1.835968018,10.0519495,31.02088547,3.585354567,3.585354567,4,0.196956324,437.1746896,38.45689474
20,24,73,21,5862694.5,2884977.25,2526.188477,1243.11377,2.320766926,1.002906084,2.644509554,36.44012451,3.656552553,1.830325723,NaN,NaN,3.586354971,NaN,NaN,NaN,438.9203862,35.96375748
